   Player ID                      Player Name          Age   Height(cm)   Weight(kg)
   000001695                       Chris Herd           29      173         76.2
   000001696                       Chris Hogg           33      183         78.9
   000001697                   Chris Humphrey           30      180         73.0
   000001698                      Chris Innes           41      183         77.1
   000001699                    Chris Iwelumo           39      191         94.8
   000001700                     Chris Killen           36      183         71.2
   000001701                   Chris Kirkland           37      191         73.9
   000001702                      Chris Loewe           29      173         63.1
   000001703                    Chris Makiese           30      183         73.9
   000001704                    Chris Malonga           30      183         74.8
   000001705                     Chris Martin           29      185         73.0
   000001706                    Chris Mavinga           26      183         78.0
   000001707                     Chris McCann           30      185         74.8
   000001708                     Chris Millar           35      175         64.9
   000001709                   Chris Philipps           24      183         79.8
   000001710                     Chris Porter           34      185         83.0
   000001711                    Chris Riggott           37      183         78.0
   000001712                  Chris Robertson           31      191         73.9
   000001713                   Chris Smalling           28      193         89.8
   000001714                      Chris Smith           32      188         86.2
   000001715                    Chris Swailes           47      188         81.2
   000001716                     Chris Turner           31      180         78.9
   000001717                            Chris           39      185         78.0
   000001718                    Christ Mbondi           26      180         74.8
   000001719                   Christiaan Kum           32      183         69.9
   000001720                Christian Abbiati           40      191         92.1
   000001721                Christian Alfonso           29      178         74.8
   000001722                Christian Amoroso           41      175         64.0
   000001723                   Christian Atsu           26      173         68.0
   000001724              Christian Bekamenga           32      188         78.9
   000001725                Christian Benteke           27      191         83.0
   000001726                Christian Brocchi           42      170         69.9
   000001727                 Christian Bruels           29      178         73.9
   000001728                Christian Clemens           26      178         79.8
   000001729                 Christian Dailly           44      183         81.2
   000001730         Christian Daniel Ledesma           35      180         78.0
   000001731                  Christian Dorda           29      183         78.9
   000001732                Christian Eichner           35      183         76.2
   000001733                 Christian Eigler           34      185         84.8
   000001734                Christian Eriksen           26      178         71.2
   000001735              Christian Fernandez           32      183         77.1
   000001736                  Christian Fuchs           32      185         86.2
   000001737                Christian Gentner           32      188         81.2
   000001738                  Christian Gomez           28      180         74.8
   000001739              Christian Grindheim           34      178         71.2
   000001740                Christian Guenter           25      183         81.2
   000001741                Christian Irobiso           24      191         77.1
   000001742               Christian Kabasele           27      188         83.9
   000001743               Christian Kalvenes           41      183         77.1
   000001744                Christian Kinkela           35      175         72.1
   000001745                  Christian Leite           32      183         84.8
   000001746                   Christian Lell           33      183         79.8
   000001747                 Christian Maggio           36      183         78.9
   000001748               Christian Mathenia           26      188         89.8
   000001749                   Christian Nade           33      185         79.8
   000001750                  Christian Obodo           33      175         72.1
   000001751                 Christian Pander           34      185         79.8
   000001752                Christian Panucci           45      183         73.0
   000001753                  Christian Pouga           31      193         89.8
   000001754                Christian Poulsen           38      183         76.2
   000001755               Christian Puggioni           37      188         81.2
   000001756                Christian Pulisic           19      173         68.9
   000001757                 Christian Santos           30      183         69.9
   000001758               Christian Schlauri           33      180         73.9
   000001759              Christian Schneuwly           30      178         73.0
   000001760                 Christian Schulz           35      185         79.8
   000001761              Christian Schwegler           33      178         73.0
   000001762              Christian Strohdiek           30      193         84.8
   000001763               Christian Supusepa           29      183         78.9
   000001764               Christian Terlizzi           38      191         79.8
   000001765                Christian Tiffert           36      183         78.9
   000001766                   Christian Timm           39      180         73.0
   000001767                Christian Traesch           30      180         74.8
   000001768                 Christian Vander           37      196         89.8
   000001769                  Christian Vieri           44      185         82.1
   000001770                  Christian Weber           34      175         76.2
   000001771                 Christian Wetklo           38      191         92.1
   000001772                        Christian           28      183         83.0
   000001773                  Christie Elliot           26      185         81.2
   000001774              Christoph Dabrowski           39      196         82.1
   000001775                Christoph Hemlein           27      180         78.9
   000001776                 Christoph Janker           33      185         77.1
   000001777                 Christoph Kramer           27      191         79.8
   000001778              Christoph Metzelder           37      193         92.1
   000001779                 Christoph Moritz           28      185         79.8
   000001780                Christoph Spycher           40      175         74.8
   000001781                 Christophe Berra           33      191         92.1
   000001782              Christophe Bertjens           25      183         73.0
   000001783              Christophe Gregoire           38      188         73.9
   000001784               Christophe Grondin           34      180         77.1
   000001785                Christophe Jallet           34      178         64.9
   000001786               Christophe Kerbrat           31      183         73.9
   000001787               Christophe Lambert           31      173         68.0
   000001788               Christophe Landrin           40      178         74.8
   000001789               Christophe Lepoint           33      188         83.0
   000001790              Christophe Mandanne           33      170         62.1
   000001791               Christophe Revault           46      185         88.0
   000001792               Christopher Avevor           26      185         88.0
   000001793               Christopher Cadden           21      183         71.2
   000001794                 Christopher Dilo           24      188         83.9
   000001795             Christopher Glombard           28      178         73.9
   000001796            Christopher Heimeroth           36      193         91.2
   000001797             Christopher Johnston           23      165         68.0
   000001798                 Christopher Kane           23      180         76.2
   000001799             Christopher Maboulou           28      185         78.9
   000001800              Christopher Maguire           29      170         68.0
   000001801           Christopher McLaughlin           20      178         73.0
   000001802             Christopher Mitchell           29      175         68.0
   000001803               Christopher Nkunku           20      175         64.0
   000001804               Christopher Noethe           30      183         81.2
   000001805             Christopher Oualembo           31      175         77.1
   000001806               Christopher Routis           28      185         83.9
   000001807                Christopher Samba           34      193         99.8
   000001808              Christopher Schorch           29      188         79.8
   000001809            Christopher Teichmann           22      178         58.1
   000001810              Christopher Verbist           26      175         71.2
   000001811                   Christos Donis           23      183         74.8
   000001812               Christos Karypidis           35      185         79.8
   000001813                   Chu-Young Park           32      183         74.8
   000001814                      Chuks Aneke           24      188         93.9
   000001815                            Chuli           27      178         73.0
   000001816                        Chumbinho           31      175         68.0
   000001817                   Chung-Yong Lee           29      180         68.9
   000001818                     Ciaran Clark           28      188         76.2
   000001819                           Cicero           33      183         72.1
   000001820                           Cicero           32      188         84.8
   000001821                          Cicinho           31      175         63.1
   000001822                          Cicinho           37      173         68.0
   000001823                      Cihat Celik           22      183         72.1
   000001824                 Cillian Sheridan           29      193         82.1
   000001825                   Ciprian Marica           32      185         79.8
   000001826               Ciprian Tatarusanu           32      196         88.0
   000001827                     Ciro Capuano           36      185         78.0
   000001828                    Ciro Immobile           28      185         78.0
   000001829                      Ciro Polito           39      183         83.0
   000001830                  Civard Sprockel           35      180         74.8
   000001831               Claiton Dos Santos           33      185         78.0
   000001832                   Clarck Nsikulu           25      178         72.1
   000001833                 Clarence Seedorf           42      178         79.8
   000001834                  Clark Robertson           24      188         76.2
   000001835                  Clarke Carlisle           38      191         78.9
   000001836                    Claude Dielna           30      183         86.2
   000001837                    Claude Gnakpa           34      183         87.1
   000001838                 Claude Goncalves           24      173         62.1
   000001839                  Claude Makelele           45      175         69.9
   000001840                        Claudemir           30      185         72.1
   000001841                        Claudemir           33      175         74.8
   000001842                  Claudio Beauvue           30      175         66.2
   000001843                 Claudio Bellucci           42      173         69.9
   000001844                    Claudio Bravo           35      183         79.8
   000001845                   Claudio Cacapa           41      180         78.0
   000001846                     Claudio Lito           43      170         64.9
   000001847             Claudio Lustenberger           31      183         74.8
   000001848                Claudio Marchisio           32      180         71.2
   000001849                    Claudio Morel           40      175         73.9
   000001850                     Claudio Pani           32      178         76.2
   000001851                  Claudio Pitbull           36      173         74.8
   000001852                  Claudio Pizarro           39      183         83.9
   000001853                    Claudio Ramos           26      183         79.8
   000001854                  Claudio Rivalta           39      173         68.0
   000001855                    Claudio Terzi           33      180         68.9
   000001856                    Claudio Yacob           30      180         73.0
   000001857                          Claudio           40      183         78.9
   000001858                   Claudiu Keseru           31      178         76.2
   000001859                           Clebao           34      185         86.2
   000001860                   Cleber Santana           36      188         79.8
   000001861                           Cleber           27      183         87.1
   000001862                 Clemens Fandrich           27      178         67.1
   000001863                    Clemens Fritz           37      183         81.2
   000001864                    Clemens Walch           30      180         77.1
   000001865                 Clement Chantome           30      180         71.2
   000001866                  Clement Grenier           27      185         72.1
   000001867                    Clement Maury           32      180         77.1
   000001868                 Clement Tainmont           32      185         72.1
   000001869                    Clesio Bauque           23      175         67.1
   000001870                 Cleveland Taylor           34      173         73.9
   000001871                          Cleyton           28      170         68.9
   000001872                    Clint Dempsey           35      185         83.9
   000001873                       Clint Hill           39      183         73.0
   000001874                     Clinton Mata           25      180         72.1
   000001875                     Clinton Njie           24      175         68.0
   000001876                      Cofie Bekoe           30      168         68.0
   000001877                             Coke           31      175         72.1
   000001878                  Colin Coosemans           25      185         83.0
   000001879                      Colin Healy           38      180         82.1
   000001880             Colin Kazim-Richards           31      185         78.9
   000001881                  Colin McMenamin           37      178         68.9
   000001882                       Colin Nish           37      191         79.8
   000001883                   Colin Trachsel           20      178         74.8
   000001884                   Coll Donaldson           23      188         83.0
   000001885                  Collin Benjamin           39      183         79.8
   000001886                    Collin Samuel           36      175         74.8
   000001887                  Collin van Eijk           26      183         73.0
   000001888                      Collins Fai           25      168         59.9
   000001889                     Collins John           32      180         78.0
   000001890               Connor Laerenbergh           25      180         78.0
   000001891                   Connor Randall           22      180         76.2
   000001892                    Connor Ripley           25      191         96.2
   000001893                   Connor Wickham           25      188         89.8
   000001894                    Conor Brennan           24      185         89.8
   000001895                      Conor Grant           23      175         79.8
   000001896                     Conor Newton           26      180         69.9
   000001897                     Conor Pepper           24      173         76.2
   000001898                     Conor Sammon           31      185         74.8
   000001899                   Conor Townsend           25      183         73.0
   000001900                  Conrad Balatoni           27      183         84.8
   000001901                  Constant Djakpa           31      178         73.9
   000001902                  Constantin Nica           25      185         74.8
   000001903                   Corentin Fiore           23      183         74.8
   000001904                    Corentin Jean           22      170         64.9
   000001905                   Corentin Kocur           22      178         69.9
   000001906                 Corentin Tolisso           23      180         78.0
   000001907                  Cornel Predescu           30      178         76.2
   000001908                           Corona           37      175         68.9
   000001909                    Cosmin Contra           42      180         73.9
   000001910                      Cosmin Moti           33      183         73.9
   000001911                Costel Pantilimon           31      203         96.2
   000001912                    Craig Beattie           34      183         72.1
   000001913                    Craig Bellamy           38      175         68.9
   000001914                     Craig Bryson           31      170         59.9
   000001915                   Craig Cathcart           29      188         73.0
   000001916                     Craig Conway           33      175         67.1
   000001917                     Craig Curran           28      175         73.9
   000001918                      Craig Dargo           40      168         64.0
   000001919                     Craig Dawson           28      188         84.8
   000001920                   Craig Eastmond           27      183         74.8
   000001921                     Craig Easton           39      178         71.2
   000001922                      Craig Fagan           35      180         74.8
   000001923                    Craig Gardner           31      175         81.2
   000001924                     Craig Gordon           35      193         83.0
   000001925                      Craig Moore           23      173         69.9
   000001926                     Craig Murray           24      180         74.8
   000001927                      Craig Noone           30      178         68.9
   000001928                       Craig Reid           32      183         78.9
   000001929                     Craig Samson           34      188         79.8
   000001930                     Craig Slater           24      178         69.9
   000001931                     Craig Storie           22      175         71.2
   000001932                    Craig Thomson           27      178         73.9
   000001933                    Craig Thomson           23      173         68.9
   000001934                    Craig Wighton           20      185         72.1
   000001935                          Cribari           38      185         72.1
   000001936                      Cris Santos           34      178         69.9
   000001937                             Cris           40      183         77.1
   000001938                          Crislan           26      185         73.0
   000001939                 Cristian Alvarez           32      185         88.0
   000001940                   Cristian Amado           32      183         78.0
   000001941              Cristian Battocchio           26      170         64.0
   000001942               Cristian Benavente           23      173         68.0
   000001943                 Cristian Benitez           32      170         72.1
   000001944                  Cristian Bustos           34      175         74.8
   000001945                Cristian Ceballos           25      183         77.1
   000001946                   Cristian Chivu           37      183         81.2
   000001947                  Cristian Cuevas           23      175         64.9
   000001948          Cristian Daniel Ansaldi           31      180         76.2
   000001949             Cristian Florin Ianu           34      178         72.1
   000001950                  Cristian Gamboa           28      175         67.1
   000001951                 Cristian Herrera           27      188         84.8
   000001952                 Cristian Hidalgo           34      170         66.2
   000001953                   Cristian Llama           31      180         76.2
   000001954                  Cristian Lobato           29      175         66.2
   000001955                 Cristian Maidana           31      180         73.9
   000001956                   Cristian Manea           20      183         68.9
   000001957                Cristian Molinaro           34      183         82.1
   000001958                Cristian Pasquato           28      173         69.9
   000001959                Cristian Portilla           29      180         74.8
   000001960                   Cristian Portu           25      178         69.9
   000001961                Cristian Raimondi           37      183         78.0
   000001962                 Cristian Riveros           35      178         73.9
   000001963               Cristian Rodriguez           32      178         74.8
   000001964                Cristian Sapunaru           34      188         81.2
   000001965               Cristian Silvestri           43      185         82.1
   000001966                Cristian Stellini           44      185         78.0
   000001967                  Cristian Stuani           31      185         76.2
   000001968                  Cristian Suarez           31      178         74.8
   000001969           Cristian Tello Herrera           26      178         64.9
   000001970               Cristian Trombetta           31      188         78.9
   000001971                Cristian Zaccardo           36      183         77.1
   000001972                  Cristian Zapata           31      188         82.1
   000001973                  Cristian Zenoni           41      183         72.1
   000001974                Cristiano Biraghi           25      183         78.0
   000001975             Cristiano Del Grosso           35      175         69.9
   000001976                   Cristiano Doni           45      185         78.9
   000001977              Cristiano Lucarelli           42      188         83.0
   000001978              Cristiano Lupatelli           39      188         83.9
   000001979                Cristiano Piccini           25      183         77.1
   000001980                Cristiano Ronaldo           33      185         79.8
   000001981                Cristiano Zanetti           41      180         74.8
   000001982                        Cristiano           27      196         89.8
   000001983                        Cristiano           34      175         68.9
   000001984               Cristobal Jorquera           29      175         68.9
   000001985                        Cristobal           34      180         79.8
   000001986                 Cristophe Diandy           27      185         77.1
   000001987                      Csaba Feher           42      180         78.0
   000001988                    Csaba Horvath           36      193         82.1
   000001989                     Cuco Martina           28      183         72.1
   000001990                    Curro Sanchez           22      178         68.0
   000001991                    Curtis Davies           33      188         88.9
   000001992                      Curtis Good           25      188         84.8
   000001993                         Custodio           34      180         74.8
   000001994                 Cyriaque Louvion           30      185         79.8
   000001995               Cyriaque Rivieyran           27      173         67.1
   000001996                   Cyriel Dessers           23      185         79.8
   000001997                 Cyril Jeunechamp           42      178         68.0
   000001998                       Cyril Rool           43      175         72.1
   000001999                    Cyril Thereau           35      188         78.0
   000002000                 Cyrille Merville           36      180         74.8
   000002001                   Daan Bovenberg           29      183         73.9
   000002002                     Daan Disveld           24      178         79.8
   000002003                       Daan Smith           26      193         78.9
   000002004               Daan van Gijseghem           30      183         83.9
   000002005                Dabney Dos Santos           21      173         68.0
   000002006                             Dady           36      191         83.9
   000002007                     Daimy Deflem           24      178         68.0
   000002008                   Daisuke Matsui           36      175         67.1
   000002009                          Dalbert           24      180         73.9
   000002010                     Dalcio Gomes           21      185         79.8
   000002011                     Dale Carrick           24      180         69.9
   000002012                      Daley Blind           28      180         72.1
   000002013                 Daley Sinkgraven           22      178         64.0
   000002014                    Dalibor Pleva           34      180         68.9
   000002015               Dalibor Stevanovic           33      183         74.8
   000002016              Dalibor Veselinovic           30      198         91.2
   000002017                 DaMarcus Beasley           35      173         68.0
   000002018                      Dame N'Doye           33      185         81.2
   000002019                    Damian Bellon           28      178         77.1
   000002020              Damian Ciechanowski           22      178         73.9
   000002021                 Damian Dabrowski           25      178         73.0
   000002022                  Damian Escudero           31      175         73.9
   000002023                  Damian Garbacik           22      185         79.8
   000002024               Damian Hops Chmiel           31      175         73.0
   000002025                   Damian Jakubik           28      183         77.1
   000002026                    Damian Kugiel           22      188         82.1
   000002027       Damian Leandro Casalinuovo           30      183         78.9
   000002028            Damian Macaluso Rojas           38      180         79.8
   000002029                    Damian Suarez           30      173         74.8
   000002030                 Damian Szymanski           22      180         69.9
   000002031                    Damian Tixier           37      180         68.0
   000002032                   Damian Zbozien           29      185         79.8
   000002033               Damiano Ferronetti           33      183         73.9
   000002034                    Damiano Schet           28      178         64.9
   000002035                    Damiano Zanon           34      178         73.0
   000002036                   Damiano Zenoni           41      185         73.9
   000002037                  Damien Da Silva           29      183         82.1
   000002038                   Damien Delaney           36      191         88.9
   000002039                      Damien Duff           39      178         74.8
   000002040                   Damien Dussaut           23      183         69.9
   000002041                 Damien Germanier           30      178         62.1
   000002042                 Damien Gregorini           39      193         89.8
   000002043                    Damien Lahaye           34      180         82.1
   000002044                 Damien Le Tallec           28      183         73.9
   000002045                     Damien Marcq           29      180         78.0
   000002046                    Damien Miceli           33      178         74.8
   000002047                   Damien Perquis           34      185         74.8
   000002048                Damien Perrinelle           34      188         78.0
   000002049                   Damien Plessis           30      193         77.1
   000002050                    Damien Rascle           37      188         89.8
   000002051                    Damien Tiberi           32      180         73.9
   000002052                    Damir Dzombic           33      188         77.1
   000002053                     Damir Mirvic           35      185         82.1
   000002054                    Damir Vrancic           32      183         78.0
   000002055                  Damjan Djokovic           28      188         81.2
   000002056               Dammyano Grootfaam           26      183         68.9
   000002057                      Dan Gosling           28      183         78.9
   000002058                         Dan Mori           29      185         78.0
   000002059                       Dan Nistor           30      180         72.1
   000002060                     Dan Twardzik           27      183         77.1
   000002061                       Dani Abalo           30      178         68.0
   000002062                     Dani Benitez           31      183         73.0
   000002063                  Dani Castellano           30      180         68.9
   000002064                     Dani Estrada           31      178         73.9
   000002065                   Dani Fernandez           35      180         68.9
   000002066                      Dani Garcia           28      180         74.8
   000002067                   Dani Hernandez           32      196         88.9
   000002068                       Dani Mallo           39      185         83.0
   000002069                         Dani Ndi           22      178         76.2
   000002070                       Dani Nieto           27      173         59.9
   000002071                    Dani Quintana           31      173         64.9
   000002072                     Dani Sanchez           33      178         76.2
   000002073                     Dani Schahin           28      188         82.1
   000002074                      Dani Sotres           24      183         78.0
   000002075                             Dani           28      178         67.1
   000002076                     Daniel Agger           33      191         83.9
   000002077                     Daniel Alves           35      173         69.9
   000002078                   Daniel Amartey           23      183         74.8
   000002079                 Daniel Aranzubia           38      185         82.1
   000002080                     Daniel Ayala           27      191         83.9
   000002081                     Daniel Baier           33      175         77.1
   000002082                      Daniel Batz           27      188         83.9
   000002083                  Daniel Beichler           29      183         77.1
   000002084                   Daniel Boateng           25      183         78.9
   000002085                    Daniel Brezny           40      183         77.1
   000002086                 Daniel Brinkmann           32      193         88.0
   000002087                 Daniel Brosinski           29      178         69.9
   000002088                 Daniel Brueckner           37      183         77.1
   000002089                     Daniel Bujok           23      175         73.0
   000002090                      Daniel Burn           25      201         87.1
   000002091                 Daniel Caligiuri           30      183         78.9
   000002092                     Daniel Calvo           38      175         67.1
   000002093                  Daniel Candeias           30      178         78.0
   000002094                   Daniel Carrico           29      180         79.8
   000002095                  Daniel Carvajal           26      173         73.0
   000002096                  Daniel Ceballos           21      175         64.9
   000002097                    Daniel Chavez           30      175         68.9
   000002098                   Daniel Ciofani           32      191         82.1
   000002099                    Daniel Congre           33      185         79.8
   000002100                      Daniel Cruz           37      180         76.2
   000002101                    Daniel Davari           30      193         89.8
   000002102                 Daniel de Ridder           34      180         74.8
   000002103                  Daniel De Silva           21      178         59.9
   000002104                    Daniel Devine           25      183         69.9
   000002105                    Daniel Didavi           28      180         78.0
   000002106                     Daniel Dunst           34      180         78.0
   000002107                  Daniel Dziwniel           25      178         72.1
   000002108       Daniel Elias Araujo Maykon           34      178         78.0
   000002109                    Daniel Fanger           29      191         77.1
   000002110                 Daniel Fernandes           34      196         93.9
   000002111                 Daniel Follonier           24      185         78.0
   000002112                       Daniel Fox           31      180         78.0
   000002113                  Daniel Gabbidon           38      178         71.2
   000002114                 Daniel Galbraith           27      175         64.9
   000002115                   Daniel Gimenez           34      183         77.1
   000002116                   Daniel Ginczek           27      191         87.1
   000002117                    Daniel Graham           32      183         87.1
   000002118                     Daniel Guiza           37      180         79.8
   000002119                     Daniel Gygax           36      178         74.8
   000002120                      Daniel Haas           34      188         86.2
   000002121                    Daniel Halfar           30      173         68.0
   000002122                    Daniel Hoeegh           27      191         78.9
   000002123                     Daniel Imhof           40      178         77.1
   000002124                    Daniel Jarque           35      188         76.2
   000002125                    Daniel Jensen           38      178         73.0
   000002126             Daniel Kabir Mustafa           33      191         83.9
   000002127                  Daniel Kaufmann           27      185         81.2
   000002128                      Daniel Kome           37      175         73.0
   000002129                   Daniel Larsson           31      175         78.9
   000002130                     Daniel Lopar           33      188         84.8
   000002131                     Daniel Lopez           32      188         89.8
   000002132                   Daniel Lukasik           27      178         73.0
   000002133               Daniel Majstorovic           41      191         94.8
   000002134                    Daniel Mojsov           30      191         79.8
   000002135                   Daniel Moreira           40      178         74.8
   000002136                   Daniel Niculae           35      185         78.9
   000002137             Daniel Omoya Braaten           35      183         84.8
   000002138                     Daniel Opare           27      175         73.9
   000002139                    Daniel Oprita           36      183         82.1
   000002140                 Daniel Panizzolo           32      183         74.8
   000002141                    Daniel Parejo           29      180         74.8
   000002142                  Daniel Pavlovic           30      183         76.2
   000002143                  Daniel Pinillos           25      183         73.9
   000002144                     Daniel Potts           24      173         69.9
   000002145                     Daniel Pudil           32      185         82.1
   000002146                   Daniel Redmond           27      175         67.1
   000002147                     Daniel Royer           27      178         73.0
   000002148                   Daniel Schwaab           29      188         76.2
   000002149                  Daniel Seaborne           31      191         74.8
   000002150                  Daniel Sikorski           30      183         76.2
   000002151             Daniel Soares Brites           25      185         76.2
   000002152                 Daniel Sturridge           28      188         76.2
   000002153                   Daniel Swanson           31      168         59.0
   000002154                    Daniel Tozser           32      185         73.9
   000002155                      Daniel Unal           28      175         69.9
   000002156                Daniel van Buyten           40      198         94.8
   000002157                      Daniel Wass           28      180         73.9
   000002158                  Daniel Williams           29      183         76.2
   000002159                    Daniel Ziebig           35      183         76.2
   000002160                  Daniele Baselli           26      183         69.9
   000002161                   Daniele Bonera           36      183         73.9
   000002162                    Daniele Cacia           34      183         73.9
   000002163                  Daniele Capelli           31      183         82.1
   000002164                    Daniele Conti           39      178         71.2
   000002165                   Daniele Corvia           33      180         81.2
   000002166                    Daniele Croce           35      173         68.0
   000002167                 Daniele De Rossi           34      185         83.0
   000002168                 Daniele De Vezze           38      173         69.9
   000002169                  Daniele Dessena           30      183         74.8
   000002170                  Daniele Ficagna           37      185         74.8
   000002171             Daniele Franceschini           42      178         73.0
   000002172                 Daniele Galloppa           32      180         73.9
   000002173              Daniele Gastaldello           34      185         77.1
   000002174                  Daniele Mannini           34      183         78.0
   000002175                  Daniele Padelli           32      191         82.1
   000002176                   Daniele Paponi           30      183         72.1
   000002177                Daniele Portanova           39      185         78.0
   000002178                  Daniele Ragatzu           26      173         73.0
   000002179                   Daniele Rugani           23      191         82.1
   000002180                    Daniele Russo           32      193         83.9
   000002181                    Daniele Verde           21      168         64.0
   000002182                        Danielson           37      188         77.1
   000002183                  Danijel Aleksic           27      183         74.8
   000002184                  Danijel Ljuboja           39      188         79.8
   000002185                  Danijel Marceta           29      175         69.9
   000002186                Danijel Milicevic           32      170         62.1
   000002187                  Danijel Pranjic           36      170         69.9
   000002188               Danijel Stojanovic           33      185         78.9
   000002189                  Danijel Subasic           33      191         83.9
   000002190                   Danilo Cataldi           23      180         69.9
   000002191                Danilo D'Ambrosio           29      180         74.8
   000002192                      Danilo Dias           32      173         63.1
   000002193           Danilo Fernando Avelar           28      185         78.9
   000002194                   Danilo Pereira           26      188         79.8
   000002195                    Danilo Soares           26      170         72.1
   000002196                   Danilo Soddimo           30      180         69.9
   000002197                           Danilo           31      185         79.8
   000002198                           Danilo           38      173         67.1
   000002199                           Danilo           33      185         74.8
   000002200                           Danilo           26      183         78.0
   000002201                           Danilo           28      173         72.1
   000002202                           Danilo           32      175         72.1
   000002203                           Danilo           22      183         73.9
   000002204                    Danko Lazovic           34      183         79.8
   000002205                     Danny Bakker           23      178         69.9
   000002206                      Danny Buijs           35      183         76.2
   000002207                    Danny Collins           37      183         77.1
   000002208                   Danny da Costa           24      185         83.9
   000002209                 Danny Drinkwater           28      178         69.9
   000002210                   Danny Grainger           31      178         76.2
   000002211                    Danny Guthrie           31      175         78.9
   000002212                       Danny Guyt           37      185         77.1
   000002213               Danny Higginbotham           39      185         78.0
   000002214                     Danny Hoesen           27      185         81.2
   000002215                      Danny Holla           30      178         73.9
   000002216                       Danny Ings           26      178         73.0
   000002217                Danny Invincibile           39      183         81.2
   000002218                 Danny Koevermans           39      191         78.9
   000002219                      Danny Latza           28      178         76.2
   000002220                     Danny Murphy           41      175         68.9
   000002221                       Danny Pugh           35      183         76.2
   000002222                     Danny Racchi           29      173         66.2
   000002223                       Danny Rose           27      173         72.1
   000002224                   Danny Schenkel           40      193         84.8
   000002225                     Danny Shittu           37      191         94.8
   000002226                    Danny Simpson           31      178         77.1
   000002227                    Danny Verbeek           27      183         64.9
   000002228                       Danny Ward           24      191         88.0
   000002229                     Danny Webber           36      175         72.1
   000002230                    Danny Welbeck           27      185         73.0
   000002231                   Danny Williams           30      185         77.1
   000002232                     Danny Wilson           26      188         78.9
   000002233                   Danny Wintjens           34      201         76.2
   000002234              Dante Adrian Senger           35      188         84.8
   000002235                            Dante           34      188         87.1
   000002236                    Dany da Silva           25      188         78.0
   000002237                       Dany Maury           23      175         69.9
   000002238                     Dany Nounkeu           32      183         79.8
   000002239              Danzell Gravenberch           24      185         83.9
   000002240                 Darian MacKinnon           32      178         73.9
   000002241                  Dario Cvitanich           33      175         72.1
   000002242                   Dario Dainelli           38      191         78.0
   000002243                  Dario Del Fabro           23      180         74.8
   000002244                      Dario Dumic           26      193         97.1
   000002245                   Dario Knezevic           36      183         79.8
   000002246                     Dario Kresic           34      196         96.2
   000002247                    Dario Lezcano           27      178         72.1
   000002248                    Dario Melnjak           25      178         73.0
   000002249                      Dario Smoje           39      193         82.1
   000002250                      Dario Tanda           23      173         68.0
